ID,Title,Version,Status,Priority,Severity,Type,Reproducibility,Reporter,Assignee,Description,"Expected results","Steps to reproduce",Device,Tags,Comments,"Created at","Updated at"
233,"App is getting crash after clicking on sellers tab.","purplle-android -qa -apk 15/9",Closed,Medium,Major,Functional,Always,archana,"Rahul Asati","There was two sellers active.
then 3 sellers  got activated from Procurment_seller_product
now app is getting crash after clicking on sellers tab
",,"1. open Jaguar Classic Black for Men Spray EDT (100 ml); 2. Click on sellers tab.","Android Phone Samsung Galaxy J7",,1,"21/09/2016 06:08:27 ","23/09/2016 10:23:12 "
234,"qty tab is showing qty more than 5. ","purplle-android -qa -apk 15/9",Closed,High,Major,Functional,Always,archana,"Rahul Asati","Build : 1.6.4test1

Qty tab is showing qty more than upto 101.","Qty tab should show qty upto 5.","1. Add product Jaguar Classic Black for Men Spray EDT (100 ml) in cart.; 2. Click on qty tab.","Android Phone Samsung Galaxy J7 Android 5.1",,1,"21/09/2016 06:59:15 ","23/09/2016 10:25:11 "
235,"Offer price is getting display wrongly.","purplle-android -qa -apk 15/9",Closed,Medium,Major,Functional,Always,archana,"Varun Bhardwaj","Build : 1.6.4test1
App is not updating changed offer price. 
Have checked with desktop dev link : http://dev.purplle.com/product/jaguar-classic-black-for-men-spray-edt-100-ml?

desktop screenshot :http://screencast.com/t/eeQBtsl2","offer price should get reflected. ","1. open Jaguar Classic Black for Men Spray EDT (100 ml); 2. now change offer price(4500) , discount amount(0) and discount (0)under procurment_seller product tabl for vig marketing.; 3. now check seller tab","Android Phone Samsung Galaxy J7 Android 5.1",,0,"21/09/2016 07:31:22 ","27/09/2016 12:28:29 "
236,"Coupon code is not prefilled in cart page.","purplle-android -qa -apk 15/9",Closed,Medium,Major,Functional,Always,archana,"Varun Bhardwaj","Build: 1.6.4test1

","Coupon code should be prefilled when user add product to cart.","1. Open Jaguar Classic Black for Men Spray EDT (100 ml)","Android Phone Samsung Galaxy J7 Android 5.1",,1,"21/09/2016 11:11:44 ","23/09/2016 10:54:39 "
237,"Submit button in Beauty Profile is not working.",1.6.4.test1,Closed,High,Major,Functional,Always,"Nikhil Teredesai","Rahul Asati","When user select any option from  ""You style preference"" and hit submit; then submit is not working.
 I crossed check the answers in desktop. All answers  of users are appearing except ""You style preference"" 

Same issue is with Male/ Female slection screen submit button. 

","Submit should work.","1. Launch the app; 2. Go to My Account -- Beauty Profile; 3. Submit all answers.",,,2,"22/09/2016 13:49:17 ","24/11/2016 09:15:42 "
238,"Submit button name change.",1.6.4.test1,Closed,High,Major,Functional,Always,"Nikhil Teredesai","Rahul Asati","Submit button name should be changed to ""Save and Proceed"" for all screen except last. Lat screen should be ""Save and Finish""

Note: One ""Save and Finish"", show Thank You message. 
And also when user completes the profile to 100% then also shows Thank You message.
Refer mobile site for all this.",,,,,3,"22/09/2016 14:08:05 ","24/11/2016 09:15:19 "
239,"Dont know icon  is very small under ""your skin type""",1.6.4.test1,Closed,High,Minor,Visual,Always,archana,"Jugal SA",,"Dont know should be visible clearly","1. Open My account >> My beauty profile.; 2. select gender as female.; 3. Open your skin type.","Android Phone Samsung Galaxy J7 Android 5.0",,1,"23/09/2016 06:41:22 ","19/11/2016 07:22:41 "
240,"Profile is completed % is visible as 37 instead of 36. ",1.6.4.test1,Closed,Medium,Major,Functional,Always,archana,"Rahul Asati","there are 11 questions under beauty profile and user completed 4 question so profile completed % should be 36%  instead of 37%.",,"1. Launch app.; 2. complete app launch quiz.; 3. check My account >> Beauty profile.","Android Phone Samsung Galaxy J7 Android 5.0",,2,"23/09/2016 06:59:16 ","04/10/2016 11:11:51 "
241,"Acne tab  is not clickbale under ""Skin: what would you like to conquer?""",1.6.4.test1,Closed,Medium,Major,Functional,Always,archana,"Jugal SA",,"Acne tab should be clickable.","1. open My account >>Beauty profile.; 2. select gender as female.; 3. open Skin : What would you like to conquer?; 4. Click on upper 3rd right icon i.e acne.","Android Phone Samsung Galaxy J7",,2,"23/09/2016 07:16:18 ","19/11/2016 06:39:50 "
242,"Name is not written below img icon for the options under ""  skin:what would you like to conquer?""",1.6.4.test1,Closed,Medium,Minor,Visual,Always,archana,"Sachin Nayak","checkout design : https://app.sympli.io/app#!/designs/57beb68763f9a4e5542d51cf

check attached screenshot for issue.","Name should be written below img icon for the options under ""  skin:what would you like to conquer?""","1. Open My account >> Beauty profile.; 2. Select gender as female; 3. check ""skin:what would you like to conquer?"" tab","Android Phone Samsung Galaxy J7 Android 5.0",,2,"23/09/2016 07:31:04 ","19/11/2016 07:21:59 "
243,"Submitted answer of ""Your go to nail color""  tab is getting disapper after clicking on submit button  twice.",1.6.4.test1,Closed,Medium,Major,Functional,Always,archana,"Rahul Asati","when user clicks on submit twice last selected option is getting disapper under ""Your go to nail color"".

Also beuty meter is getting change. ","Answer should not go disapper after double tapping on submit button if ""Your go to nail color""  tab.","1. Open my account >> Beauty profile.; 2. fill all the 10 questions.; 3. Now open Your go to nail color tab and choose one option and click on sumbit; 4. again click on submit","Android Phone Samsung Galaxy J7",,3,"23/09/2016 07:53:09 ","01/10/2016 10:29:04 "
244,"After complteting quiz user should redirected to shop page.",1.6.4.test1,Closed,Medium,Major,Functional,Always,archana,"Rahul Asati","After completing quiz/ last question user is staying on same page. ","After completeing last question user should redirect to shop page.
","1. Open My account >> Beauty profile.; 2. Complete quiz. ","Android Phone Samsung Galaxy J7 Android 5.0",,4,"23/09/2016 09:02:15 ","26/09/2016 06:20:40 "
245,"Name is not written below img icon for the options under ""  skin:what would you like to conquer?""",1.6.4.test1,Closed,Medium,Minor,Visual,Always,archana,"Sachin Nayak","checkout design : https://app.sympli.io/app#!/designs/57beacf763f9a4e5542d480a

check attached screenshot for issue.
","Name should be written below img icon for the options under ""  skin:what would you like to conquer?""","1.  Open My account >> Beauty profile.; 2. select gender as male; 3. check ""skin:what would you like to conquer?"" tab","Android Phone Samsung Galaxy J7 Android 5.0",,1,"23/09/2016 09:59:45 ","19/11/2016 07:21:36 "
246,"404 error page is coming when user cancel salon saved card and debit card payement",1.6.4.test1,Closed,Medium,Major,Functional,Always,archana,"Rahul Asati",,"After cancelling transaction from payment gateway 404 error is coming. ","1. Open purplle testing salon chembur.; 2. Add service; 3. And then make saved card/ debit card payemnt; 4. cancel the transcation from payment gateway.","Android Phone Samsung Galaxy J7 Android 5.0",,1,"23/09/2016 13:04:54 ","01/10/2016 10:28:15 "
247,"Notification count is visible wrong.",1.6.4.test1,Closed,Medium,Major,Functional,Always,archana,"Rahul Asati","Notification count  under drawer menu and notification tab is visible different.",,"1. Login with darchana159@gmail.com and password archana.; 2. open app (kill app and then reopen).; 3. check drawer menu.","Android Phone Samsung Galaxy J7",,0,"23/09/2016 13:11:23 ","24/11/2016 09:14:27 "
248,"Sort issues API side: sorting by discount and rating is not shown proper also sort by rating in salon showing improper data",1.6.4.test1,Closed,Medium,Major,Functional,Always,vikram1,"Varun Bhardwaj","When user sorts by discount or rating, the results are not  shown as expected. sort by rating in salon showing improper data","Sorting should be proper","1. Search by Loreal professional; 2. Go to sort and sort by discount; 3. See the results again try to sort by rating and see the results; 4. Go to salon and search by jaweb habiib > go to sort and sort by rating","Android Phone",,1,"23/09/2016 14:49:08 ","18/05/2017 10:23:56 "
249,"Google plus sign up doesn't set gender in user's account.",1.6.4.test1,Closed,Critical,Critical,Functional,Always,"Nikhil Teredesai","Rahul Asati","When user sign up with google plus, then still in Beauty Profile user is asked for gender selection screen.","User should not be asked for gender in beauty profile.",,,,0,"26/09/2016 05:39:24 ","25/11/2016 06:08:44 "
250,"Beauty profile is not getting update even after user is completing app launch quiz.",1.6.4.test1,Closed,Medium,Major,Functional,Sometimes,archana,"Rahul Asati","Beauty profile tab is again asking gender and other question even user is completed those questions in app launch quiz.

Build : Live 1.6.4","When user completes app launch quiz then user should able to see beuty profile filled with those questions.","1. Launch app.; 2. complete app launch quiz.; 3. login with new user.; 4. check beauty profile.","Android Phone Samsung Galaxy J7 Android 5.1",,1,"26/09/2016 07:11:49 ","26/09/2016 10:23:35 "
251,"App launch quiz and beuaty profile questions are mismatching",1.6.4.test1,Closed,Medium,Minor,Functional,Always,archana,"Jugal SA","if user is completing app launch quiz with male.
 then changes gender as female from profile. 
And clear data for app from setting and  doing launch app,
user is getting male questions in app launch and female quetions in beauty profile.
","App launch quiz question and answer should match with beauty profile questions and answers.","1. Launch app ; 2. select gender as male and complete quiz. check beauty profile.; 3. now chanage gender as female from my account >> setting >> profile.; 4. Now open setting>>purplle app and clear data; 5. open app (user is asked for male question) quite quiz.; 6. Open my account >> beauty profile (user asked for female questions)","Android Phone Samsung Galaxy J7 Android 5.1",,1,"26/09/2016 08:16:08 ","26/09/2016 10:23:00 "
252,"Pop up message is not coming in beauty profile pages.",1.6.4.test1,"Not a Bug",Medium,Major,Functional,Always,archana,"Rahul Asati","Build : 1.6.4 live
Notification messges are not coming","when user submits ""thank you"" message should come
also when user edits question and tries to proceed /switch new tab ""Are you sure you want ti discard unsaved changes !"" message should come","1. Launch app.; 2. open beauty profile tab; 3. Fill questiona and click on submit.; 4. or change answers of questions and try to swtich on new tab. ","Android Phone Samsung Galaxy J7 Android 5.1",,1,"26/09/2016 10:34:55 ","26/09/2016 12:11:05 "
253,"While Replacing item / refund, user is getting pop up use'r id is mandatory.'","1.6.6 test 1",Closed,High,Major,Functional,Always,"Nikhil Teredesai","Rahul Asati","User is getting pop up use'r id is mandatory.'

http://screencast.com/t/ysWgatr3","Pop up not required and refund/ replace action should take place","1. Go to My Order; 2. select ant order; 3. go to detail; 4. select product and select reason and try to retuen; 5. Pop up apperas",,,0,"30/09/2016 11:51:52 ","03/10/2016 05:25:33 "
